,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,house_age,baths_per_bedroom,type_condo_townhome_rowhome_coop,type_condos,type_multi_family,type_single_family,type_townhomes
243,416975.0,2096.0,1.0,4.0,3.0,3.0,3.0,3.0,2025.0,1.0,0.75,0,0,0,1,0
244,289900.0,1316.0,1.0,3.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.6666666666666666,0,0,0,1,0
245,574990.0,3214.0,2.0,4.0,4.0,3.0,3.0,3.0,2020.0,6.0,1.0,0,0,0,1,0
246,512000.0,1352.0,1.0,3.0,2.0,2.0,2.0,2.0,1978.0,48.0,0.6666666666666666,0,0,0,1,0
247,389900.0,1994.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0,47.0,0.6666666666666666,0,0,0,1,0
248,1138000.0,4487.0,2.0,4.0,5.0,3.0,3.0,3.0,2025.0,1.0,1.25,0,0,0,1,0
249,209000.0,1350.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
250,325000.0,2235.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
251,279990.0,1384.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
252,372500.0,1795.0,1.0,3.0,2.0,2.0,2.0,3.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
253,344990.0,2230.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
254,3485000.0,3144.0,2.0,4.0,3.0,2.0,2.0,2.0,2013.0,13.0,0.75,0,0,0,1,0
255,799500.0,3397.0,2.0,4.0,3.0,3.0,3.0,2.0,2021.0,5.0,0.75,0,0,0,1,0
256,624900.0,1928.0,2.0,3.0,3.0,2.0,2.0,1.0,2025.0,1.0,1.0,0,1,0,0,0
257,214900.0,1388.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
258,799990.0,3637.0,2.0,4.0,5.0,3.0,3.0,3.0,2025.0,1.0,1.25,0,0,0,1,0
259,269990.0,1573.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
260,350490.0,2609.0,2.0,5.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
261,525000.0,2549.0,2.0,4.0,4.0,3.0,3.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
262,273990.0,1495.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
263,359000.0,1925.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
265,99500.0,1611.0,1.0,3.0,3.0,2.0,2.0,2.0,1935.0,91.0,1.0,0,0,0,1,0
266,275000.0,1546.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
267,266800.0,1334.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
268,1290000.0,3863.0,2.0,4.0,5.0,3.0,3.0,3.0,2024.0,2.0,1.25,0,0,0,1,0
269,425000.0,1500.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
270,576900.0,2683.0,2.0,5.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
271,334900.0,2100.0,2.0,3.0,3.0,2.0,2.0,2.0,1982.0,44.0,1.0,0,0,0,1,0
273,230000.0,1430.0,1.0,3.0,3.0,2.0,2.0,1.0,2025.0,1.0,1.0,0,0,0,1,0
274,259995.0,1156.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
275,289990.0,1470.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
276,465000.0,2097.0,2.0,3.0,3.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
277,569900.0,3799.0,2.0,5.0,4.0,4.0,4.0,2.0,2025.0,1.0,0.8,0,0,0,1,0
278,281950.0,1505.0,1.0,4.0,2.0,2.0,2.0,2.0,2024.0,2.0,0.5,0,0,0,1,0
279,925000.0,2530.0,1.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
280,1049900.0,3300.0,1.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
281,620550.0,2857.0,1.0,4.0,3.0,2.0,2.0,3.0,2026.0,0.0,0.75,0,0,0,1,0
283,626100.0,2462.0,1.0,4.0,3.0,3.0,3.0,3.0,2023.0,3.0,0.75,0,0,0,1,0
284,609310.0,3209.0,2.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
285,255000.0,1847.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
286,279900.0,1305.0,1.0,3.0,2.0,2.0,2.0,1.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
287,537900.0,1950.0,1.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
288,324225.0,2009.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
289,290000.0,1784.0,2.0,2.0,2.0,2.0,2.0,2.0,2020.0,6.0,1.0,0,0,0,0,1
290,264990.0,1916.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
291,475000.0,2408.0,1.0,4.0,3.0,3.0,3.0,2.0,2020.0,6.0,0.75,0,0,0,1,0
292,299990.0,1662.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
293,195000.0,1428.0,1.0,4.0,1.0,1.0,1.0,2.0,1956.0,70.0,0.25,0,0,0,1,0
294,233852.0,1242.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
295,227790.0,1449.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
296,699900.0,4673.0,2.0,4.0,5.0,4.0,4.0,2.0,2025.0,1.0,1.25,0,0,0,1,0
297,255000.0,1454.0,1.0,3.0,3.0,2.0,2.0,2.0,2024.0,2.0,1.0,0,0,0,1,0
298,315000.0,1529.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
299,469000.0,2575.0,1.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
300,250000.0,1818.0,1.0,4.0,2.0,1.0,1.0,2.0,1941.0,85.0,0.5,0,0,0,1,0
301,345000.0,2304.0,2.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
302,134900.0,1480.0,1.0,3.0,1.0,1.0,1.0,2.0,2023.0,3.0,0.3333333333333333,0,0,0,1,0
303,779985.0,4191.0,2.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
304,218490.0,1230.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
305,330000.0,1304.0,1.0,3.0,2.0,2.0,2.0,1.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
306,279999.0,1814.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
307,314635.0,1834.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
308,449000.0,2250.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
309,759000.0,3204.0,1.0,4.0,4.0,3.0,3.0,3.0,2022.0,4.0,1.0,0,0,0,1,0
311,615000.0,2058.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
312,4895000.0,6394.0,2.0,5.0,6.0,4.0,4.0,4.0,2015.0,11.0,1.2,0,0,0,1,0
313,1549000.0,4181.0,2.0,4.0,5.0,4.0,4.0,3.0,2025.0,1.0,1.25,0,0,0,1,0
314,435990.0,2837.0,2.0,4.0,4.0,3.0,3.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
316,380000.0,1553.0,2.0,2.0,3.0,2.0,2.0,2.0,2022.0,4.0,1.5,0,0,0,0,1
317,364900.0,1863.0,2.0,3.0,3.0,2.0,2.0,2.0,2023.0,3.0,1.0,0,0,0,0,1
318,300990.0,1892.0,2.0,5.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.6,0,0,0,1,0
320,309500.0,2482.0,2.0,4.0,3.0,2.0,2.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
321,170990.0,1049.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
322,395000.0,2206.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
323,399950.0,2860.0,2.0,5.0,4.0,3.0,3.0,2.0,2026.0,0.0,0.8,0,0,0,1,0
324,363000.0,2061.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
325,220000.0,1067.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
326,285000.0,1404.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
327,499000.0,1893.0,1.0,3.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.6666666666666666,0,0,0,1,0
328,374900.0,1795.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
329,314990.0,2439.0,1.0,5.0,3.0,3.0,3.0,3.0,2025.0,1.0,0.6,0,0,0,1,0
330,73719.0,872.0,1.0,2.0,1.0,1.0,1.0,2.0,1965.0,61.0,0.5,0,0,0,1,0
331,305000.0,2046.0,1.0,4.0,2.0,2.0,2.0,2.0,2020.0,6.0,0.5,0,0,0,1,0
332,214500.0,384.0,1.0,1.0,1.0,1.0,1.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
333,239500.0,2057.0,2.0,3.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
334,351000.0,2699.0,2.0,4.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
335,255000.0,1590.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
336,253900.0,1570.0,1.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
337,312000.0,1725.0,1.0,4.0,2.0,2.0,2.0,2.0,2022.0,4.0,0.5,0,0,0,1,0
338,335000.0,2402.0,2.0,4.0,3.0,2.0,2.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
339,654900.0,3227.0,1.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
340,395000.0,2446.0,2.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
341,420800.0,2184.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
342,459000.0,2480.0,2.0,5.0,3.0,2.0,2.0,3.0,2022.0,4.0,0.6,0,0,0,1,0
343,275000.0,1991.0,1.0,3.0,2.0,2.0,2.0,2.0,2018.0,8.0,0.6666666666666666,0,0,0,1,0
344,695000.0,3245.0,2.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
345,189900.0,1588.0,1.0,3.0,2.0,2.0,2.0,2.0,1971.0,55.0,0.6666666666666666,0,0,0,1,0
346,534900.0,2494.0,1.0,3.0,3.0,3.0,3.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
347,305000.0,2395.0,2.0,4.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
348,199275.0,1353.0,2.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
349,399935.0,2107.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
350,399000.0,1062.0,1.0,1.0,2.0,1.0,1.0,2.0,2023.0,3.0,2.0,0,0,0,1,0
351,488490.0,2926.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
352,1450000.0,3750.0,2.0,4.0,5.0,3.0,3.0,3.0,2026.0,0.0,1.25,0,0,0,1,0
353,677000.0,5053.0,1.0,5.0,5.0,5.0,5.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
354,262000.0,1500.0,1.0,4.0,2.0,2.0,2.0,1.0,2025.0,1.0,0.5,0,0,0,1,0
355,345480.0,2029.0,2.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
356,253950.0,1487.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
357,850000.0,2074.0,1.0,4.0,4.0,4.0,4.0,2.0,2016.0,10.0,1.0,0,0,1,0,0
358,306500.0,1845.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
359,339990.0,1908.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
360,319910.0,2257.0,2.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
361,515000.0,2235.0,2.0,4.0,3.0,2.0,2.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
362,239000.0,1650.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
363,639500.0,2969.0,1.0,4.0,4.0,3.0,3.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
364,220000.0,896.0,1.0,2.0,1.0,1.0,1.0,2.0,1969.0,57.0,0.5,0,0,0,1,0
365,399674.0,2153.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
366,385000.0,2063.0,1.0,3.0,2.0,2.0,2.0,2.0,2018.0,8.0,0.6666666666666666,0,0,0,1,0
367,749000.0,3534.0,2.0,5.0,5.0,4.0,4.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
368,399990.0,2140.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
369,321990.0,2157.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
370,246040.0,1401.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
371,260990.0,1848.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
372,1220000.0,3622.0,2.0,5.0,4.0,4.0,4.0,2.0,2023.0,3.0,0.8,0,0,0,1,0
373,599999.0,3296.0,2.0,4.0,5.0,4.0,4.0,2.0,2025.0,1.0,1.25,0,0,0,1,0
374,489000.0,2229.0,1.0,4.0,2.0,2.0,2.0,3.0,2020.0,6.0,0.5,0,0,0,1,0
375,1150000.0,2400.0,1.0,4.0,3.0,2.0,2.0,2.0,2017.0,9.0,0.75,0,0,0,1,0
376,554990.0,2938.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
377,580000.0,2667.0,2.0,4.0,3.0,3.0,3.0,2.0,2019.0,7.0,0.75,0,0,0,1,0
378,284990.0,1892.0,2.0,5.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
379,375000.0,2474.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
380,338000.0,1890.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
381,359990.0,2748.0,2.0,4.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
382,319000.0,1692.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
383,568410.0,3137.0,2.0,4.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
385,349900.0,1461.0,2.0,3.0,3.0,2.0,2.0,1.0,2026.0,0.0,1.0,0,0,0,1,0
386,1355000.0,2542.0,3.0,3.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.3333333333333333,0,0,0,1,0
387,319990.0,2396.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
388,450000.0,1732.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0,47.0,0.6666666666666666,0,0,0,1,0
389,519900.0,1403.0,3.0,2.0,3.0,2.0,2.0,2.0,2025.0,1.0,1.5,0,1,0,0,0
390,480000.0,2561.0,1.0,5.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.6,0,0,0,1,0
393,320000.0,1910.0,1.0,2.0,1.0,1.0,1.0,2.0,1966.0,60.0,0.5,0,0,1,0,0
394,445000.0,2352.0,2.0,4.0,3.0,3.0,3.0,2.0,2022.0,4.0,0.75,0,0,0,1,0
395,579000.0,2595.0,2.0,4.0,3.0,2.0,2.0,3.0,2019.0,7.0,0.75,0,0,0,1,0
396,710000.0,2085.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0,66.0,0.6666666666666666,0,0,0,1,0
397,729500.0,2443.0,1.0,4.0,2.0,2.0,2.0,2.0,2002.0,24.0,0.5,0,0,0,1,0
398,306095.0,1878.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
399,300990.0,1979.0,1.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
400,735846.0,3393.0,2.0,5.0,5.0,5.0,5.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
401,819000.0,3527.0,2.0,4.0,4.0,4.0,4.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
402,244495.0,1445.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
403,640000.0,2494.0,4.0,3.0,4.0,3.0,3.0,2.0,2026.0,0.0,1.3333333333333333,0,0,0,1,0
404,446990.0,2100.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
405,549900.0,2658.0,1.0,4.0,4.0,3.0,3.0,3.0,2026.0,0.0,1.0,0,0,0,1,0
406,795000.0,1880.0,3.0,3.0,3.0,2.0,2.0,1.0,1984.0,42.0,1.0,0,0,0,0,1
407,499990.0,2899.0,2.0,4.0,4.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
408,325000.0,1875.0,1.0,3.0,2.0,2.0,2.0,2.0,2018.0,8.0,0.6666666666666666,0,0,0,1,0
409,588500.0,2944.0,1.0,4.0,4.0,3.0,3.0,3.0,2022.0,4.0,1.0,0,0,0,1,0
410,326750.0,1887.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
411,435926.0,2066.0,1.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
412,486390.0,3001.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
413,169900.0,1458.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
414,299900.0,1778.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
415,278871.0,1424.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
416,415000.0,1504.0,3.0,2.0,3.0,2.0,2.0,2.0,2020.0,6.0,1.5,0,0,0,0,1
417,729000.0,4098.0,2.0,5.0,5.0,4.0,4.0,2.0,2019.0,7.0,1.0,0,0,0,1,0
418,369000.0,1956.0,1.0,4.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.5,0,0,0,1,0
419,269950.0,1593.0,1.0,3.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.6666666666666666,0,0,0,1,0
420,230690.0,1412.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
421,269999.0,1791.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
422,299900.0,3124.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
423,379000.0,1568.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
424,444000.0,2215.0,1.0,3.0,3.0,2.0,2.0,3.0,2025.0,1.0,1.0,0,0,0,1,0
425,313499.0,2056.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
426,699000.0,3050.0,1.0,4.0,4.0,3.0,3.0,3.0,2026.0,0.0,1.0,0,0,0,1,0
427,980000.0,4459.0,2.0,4.0,5.0,4.0,4.0,3.0,2021.0,5.0,1.25,0,0,0,1,0
428,169999.0,912.0,1.0,2.0,1.0,1.0,1.0,2.0,1935.0,91.0,0.5,0,0,0,1,0
430,535900.0,2081.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
431,339900.0,1904.0,2.0,3.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.0,0,0,0,1,0
432,490000.0,2668.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
433,429440.0,2030.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
434,478990.0,2843.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
435,729900.0,3693.0,1.0,4.0,4.0,3.0,3.0,2.0,2022.0,4.0,1.0,0,0,0,1,0
436,1299900.0,5122.0,2.0,5.0,6.0,5.0,5.0,4.0,2023.0,3.0,1.2,0,0,0,1,0
437,470000.0,2580.0,1.0,4.0,3.0,3.0,3.0,2.0,2024.0,2.0,0.75,0,0,0,1,0
438,484324.0,3181.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
439,2950000.0,2538.0,2.0,4.0,5.0,3.0,3.0,2.0,1880.0,146.0,1.25,0,0,0,1,0
440,254999.0,1260.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
442,547140.0,2506.0,2.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
443,515000.0,2162.0,1.0,3.0,3.0,3.0,3.0,2.0,2025.0,1.0,1.0,0,0,0,1,0
444,253265.0,1604.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
445,599999.0,3605.0,2.0,5.0,3.0,3.0,3.0,2.0,2021.0,5.0,0.6,0,0,0,1,0
446,341800.0,1897.0,1.0,4.0,2.0,2.0,2.0,2.0,2026.0,0.0,0.5,0,0,0,1,0
447,610000.0,1828.0,1.0,3.0,2.0,2.0,2.0,2.0,2018.0,8.0,0.6666666666666666,0,0,0,1,0
448,650000.0,3163.0,2.0,4.0,4.0,3.0,3.0,3.0,2023.0,3.0,1.0,0,0,0,1,0
449,281449.0,2062.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
450,547701.0,2029.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
451,549000.0,2316.0,1.0,3.0,2.0,2.0,2.0,3.0,1994.0,32.0,0.6666666666666666,0,0,0,1,0
452,351500.0,1901.0,1.0,4.0,2.0,2.0,2.0,1.0,2025.0,1.0,0.5,0,0,0,1,0
453,516778.0,2583.0,1.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
455,453900.0,2725.0,1.0,4.0,3.0,3.0,3.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
456,282000.0,1796.0,1.0,4.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.5,0,0,0,1,0
457,240990.0,1968.0,2.0,4.0,3.0,2.0,2.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
458,377990.0,3157.0,2.0,5.0,9.0,4.0,4.0,2.0,2026.0,0.0,1.8,0,0,0,1,0
459,458990.0,2314.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
460,1049000.0,4021.0,2.0,5.0,6.0,5.0,5.0,3.0,2023.0,3.0,1.2,0,0,0,1,0
461,894895.0,4614.0,2.0,5.0,6.0,5.0,5.0,3.0,2023.0,3.0,1.2,0,0,0,1,0
462,461260.0,2837.0,2.0,5.0,4.0,4.0,4.0,2.0,2026.0,0.0,0.8,0,0,0,1,0
463,320950.0,2142.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0,0.0,0.75,0,0,0,1,0
464,924900.0,3947.0,2.0,4.0,5.0,3.0,3.0,3.0,2023.0,3.0,1.25,0,0,0,1,0
465,484990.0,2066.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
466,423000.0,2666.0,2.0,5.0,4.0,3.0,3.0,3.0,2023.0,3.0,0.8,0,0,0,1,0
467,769000.0,3592.0,2.0,5.0,4.0,3.0,3.0,2.0,2022.0,4.0,0.8,0,0,0,1,0
468,799900.0,3777.0,2.0,5.0,5.0,4.0,4.0,3.0,2008.0,18.0,1.0,0,0,0,1,0
469,275000.0,1782.0,1.0,4.0,2.0,1.0,2.0,2.0,2020.0,6.0,0.5,0,0,0,1,0
470,435262.0,2098.0,1.0,4.0,3.0,3.0,3.0,2.0,2023.0,3.0,0.75,0,0,0,1,0
471,599900.0,3255.0,2.0,4.0,4.0,3.0,3.0,3.0,1996.0,30.0,1.0,0,0,0,1,0
472,805000.0,3131.0,1.0,5.0,4.0,3.0,3.0,3.0,2025.0,1.0,0.8,0,0,0,1,0
473,550000.0,1600.0,1.0,2.0,1.0,1.0,1.0,2.0,2024.0,2.0,0.5,0,0,0,1,0
474,289990.0,1396.0,2.0,3.0,2.0,2.0,2.0,2.0,2025.0,1.0,0.6666666666666666,0,0,0,1,0
475,535000.0,1954.0,1.0,3.0,3.0,2.0,2.0,2.0,2026.0,0.0,1.0,0,0,0,1,0
476,799000.0,1785.0,1.0,4.0,4.0,4.0,4.0,1.0,1983.0,43.0,1.0,0,1,0,0,0
477,389990.0,2734.0,2.0,4.0,4.0,3.0,3.0,2.0,2023.0,3.0,1.0,0,0,0,1,0
478,245990.0,1298.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0,3.0,0.6666666666666666,0,0,0,1,0
479,374990.0,2846.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
480,1374900.0,5687.0,2.0,5.0,6.0,5.0,5.0,3.0,2023.0,3.0,1.2,0,0,0,1,0
481,360000.0,1945.0,2.0,2.0,3.0,2.0,2.0,2.0,2021.0,5.0,1.5,0,0,0,1,0
482,280000.0,1650.0,1.0,4.0,2.0,2.0,2.0,2.0,2005.0,21.0,0.5,0,0,0,1,0
484,1200000.0,2740.0,1.0,3.0,2.0,2.0,2.0,2.0,2021.0,5.0,0.6666666666666666,0,0,0,1,0
487,319990.0,1930.0,1.0,4.0,3.0,3.0,3.0,2.0,2025.0,1.0,0.75,0,0,0,1,0
